Timestamp;  Q1; Q2; Q3; Q4; Q Expirados
1085352;66;112;137;8418;;0
1085865;49;99;136;8338;;0
1086299;49;99;136;8338;;0
1086377;97;213;287;9025;;0
1086891;13;38;57;8901;;0
1087308;13;38;57;8901;;0
1087404;59;140;201;9609;;0
1087906;5;2;13;9060;;0
1088322;5;2;13;9060;;0
1088420;22;37;58;9263;;0
1088933;14;33;39;8621;;0
1089336;14;33;39;8621;;0
1089449;54;126;188;9339;;0
1089960;1;3;7;8745;;0
1090337;1;3;7;8745;;0
1090465;49;101;163;9443;;0
1090968;35;87;118;9357;;0
1091341;35;87;118;9357;;0
1091995;47;69;147;9334;;0
1092354;47;69;147;9334;;0
1092497;50;76;158;9358;;0
1093013;49;78;94;9141;;0
1093354;49;78;94;9141;;0
1093513;73;128;184;9478;;0
1094366;0;0;0;8863;;0
1094538;54;118;147;9544;;0
1095052;24;56;79;9227;;0
1095376;24;56;79;9227;;0
1095550;67;115;199;9755;;0
1096064;45;69;122;9681;;0
1096391;45;69;122;9681;;0
1096566;96;166;270;10341;;0
1097078;55;103;144;10571;;0
1097401;55;103;144;10571;;0
1097591;112;198;299;11264;;0
1098092;46;93;143;11416;;0
1098417;46;93;143;11416;;0
1098603;79;164;228;11832;;0
1099106;46;105;163;11986;;0
1099431;46;105;163;11986;;0
1100130;16;41;51;11542;;0
1100439;16;41;51;11542;;0
1100642;48;95;120;11908;;0
1101156;45;68;98;11611;;0
1101450;45;68;98;11611;;0
1101672;51;169;214;12281;;0
1102187;81;42;93;12092;;0
1102464;81;42;93;12092;;0
1102688;25;56;205;12523;;0
1103477;25;56;0;11851;;0
1103702;19;88;46;12119;;0
1104480;19;0;0;11278;;0
1104701;36;65;89;11688;;0
1105213;70;82;127;11327;;0
1105492;70;82;127;11327;;0
1106227;39;55;107;11094;;0
1106507;39;55;107;11094;;0
1107241;23;48;61;10587;;0
1107522;23;48;61;10587;;0
1107740;21;41;43;9950;;0
1108256;68;134;213;10640;;0
1108536;68;134;213;10640;;0
1108756;15;28;34;10258;;0
1109258;63;129;188;10955;;0
1109539;63;129;188;10955;;0
1109761;32;48;85;10670;;0
1110541;32;48;85;10670;;0
1110761;49;111;148;10524;;0
1111275;77;159;216;10855;;0
1111554;77;159;216;10855;;0
1111779;41;87;129;10842;;0
1112281;78;146;228;11275;;0
1112559;78;146;228;11275;;0
1112781;31;81;97;11210;;0
1113282;54;127;183;11559;;0
1113562;54;127;183;11559;;0
1113781;17;34;62;11154;;0
1114297;58;114;169;11734;;0
1114572;58;114;169;11734;;0
1115324;38;84;116;11650;;0
1115586;38;84;116;11650;;0
1115838;52;106;155;11575;;0
1116353;108;214;288;12278;;0
1116597;108;214;288;12278;;0
1116852;41;83;121;12470;;0
1117611;41;83;121;12470;;0
1117864;47;94;133;12422;;0
1118378;72;138;225;12827;;0
1118624;72;138;225;12827;;0
1118895;63;88;175;12936;;0
1119405;102;192;290;13535;;0
1119636;102;192;290;13535;;0
1119921;21;43;62;13395;;0
1120435;43;97;143;13741;;0
1120652;43;97;143;13741;;0
1120949;12;42;65;13279;;0
1121451;53;101;196;13889;;0
1121666;53;101;196;13889;;0
1121964;37;75;103;13718;;0
1122466;72;142;228;14232;;0
1122679;72;142;228;14232;;0
1123490;43;113;146;14365;;0
1123689;43;113;146;14365;;0
1124004;47;102;142;14344;;0
1124504;69;140;201;14639;;0
1124691;69;140;201;14639;;0
1125006;32;82;147;14591;;0
1125693;32;82;147;14591;;0
1126022;19;30;40;14066;;0
1126538;50;79;141;14468;;0
1126703;50;79;141;14468;;0
1127566;58;102;137;14441;;0
1127719;58;102;137;14441;;0
1128077;40;109;118;14339;;0
1128591;97;187;238;14889;;0
1128728;97;187;238;14889;;0
1129617;54;105;142;15110;;0
1129737;54;105;142;15110;;0
1130121;40;94;137;15140;;0
1130631;99;200;268;15844;;0
1130738;99;200;268;15844;;0
1131136;44;93;134;16079;;0
1131738;44;93;134;16079;;0
1132153;16;44;58;15649;;0
1132665;40;109;145;16027;;0
1132741;40;109;145;16027;;0
1133183;56;99;159;16007;;0
1133693;101;175;302;16644;;0
1133754;101;175;302;16644;;0
1134196;46;123;126;16927;;0
1134708;95;214;267;17646;;0
1134767;95;214;267;17646;;0
1135210;45;103;156;17918;;0
1135722;46;108;162;17950;;0
1135828;46;108;162;16879;;1071
1136238;45;88;165;16897;;1071
1136752;60;111;210;17160;;1071
1136781;60;111;210;17160;;1071
1137257;23;65;91;16970;;1071
1137785;23;65;91;16970;;1071
1138271;41;83;112;16681;;1071
1138771;74;148;222;17230;;1071
1138792;74;148;222;16993;;1308
1139800;0;0;0;16437;;1308
1139802;36;84;123;17015;;1308
1140302;43;86;162;16967;;1308
1140814;43;86;162;16967;;1308
1140817;92;178;308;17680;;1308
1141319;30;69;115;17759;;1308
1141822;30;69;115;17596;;1471
1141825;68;165;250;18215;;1471
1142340;30;65;101;18177;;1471
1142850;30;65;101;17701;;1947
1142852;44;92;159;17932;;1947
1143366;34;75;101;17691;;1947
1143864;34;75;101;17028;;2610
1143869;60;161;209;17541;;2610
1144373;64;105;159;17643;;2610
1144856;64;105;159;17376;;2877
1144876;107;202;311;18084;;2877
1145377;33;78;102;18185;;2877
1145847;33;78;102;18185;;2877
1145879;62;109;178;18468;;2877
1146383;21;39;56;18101;;2877
1146849;21;39;56;18101;;2877
1146884;46;98;144;18564;;2877
1147388;52;115;148;18537;;2877
1147862;52;115;148;18360;;3054
1147887;104;223;305;19043;;3054
1148390;57;78;135;19386;;3054
1148866;57;78;135;19204;;3236
1148890;107;169;258;19766;;3236
1149395;48;86;100;19862;;3236
1149924;48;86;100;18702;;4396
1149926;80;153;209;19216;;4396
1150430;24;46;68;18908;;4396
1150880;24;46;68;18908;;4396
1150945;68;109;184;19432;;4396
1151458;61;96;163;19473;;4396
1151892;61;96;163;19197;;4672
1151959;73;121;203;19387;;4672
1152476;47;97;153;19487;;4672
1152890;47;97;153;19487;;4672
1152989;97;211;294;20182;;4672
1153502;55;108;141;20480;;4672
1153997;55;108;141;18681;;6471
1154002;106;210;298;19371;;6471
1154505;28;50;100;19413;;6471
1154915;28;50;100;19262;;6622
1155006;65;118;258;19879;;6622
1155522;49;76;117;19891;;6622
1155922;49;76;117;19637;;6876
1156037;93;170;267;20349;;6876
1156538;51;94;149;20585;;6876
1156921;51;94;149;20387;;7074
1157039;96;169;259;21067;;7074
1157552;17;30;46;20820;;7074
1157950;17;30;46;20335;;7559
1158554;33;60;89;19842;;7559
1158927;33;60;89;19842;;7559
1159557;19;32;64;19359;;7559
1159932;19;32;64;19359;;7559
1160061;54;117;208;19947;;7559
1160563;31;80;107;19744;;7559
1160974;31;80;107;19040;;8263
1161067;58;135;222;19528;;8263
1161566;15;46;74;19246;;8263
1161942;15;46;74;19212;;8297
1162570;24;80;96;18775;;8297
1162962;24;80;96;18466;;8606
1163072;75;170;217;19204;;8606
1163572;43;108;156;19359;;8606
1163947;43;108;156;19359;;8606
1164075;76;174;260;19819;;8606
1164588;41;89;132;19874;;8606
1165018;41;89;132;18747;;9733
1165603;15;54;67;18294;;9733
1165961;15;54;67;18294;;9733
1166119;25;97;146;18546;;9733
1166618;41;98;154;18521;;9733
1166994;41;98;154;18095;;10159
1167120;88;197;309;18794;;10159
1167635;57;115;149;19067;;10159
1167992;57;115;149;18742;;10484
1168135;109;224;314;19416;;10484
1168638;31;105;148;19779;;10484
1169010;31;105;148;18869;;11394
1169138;40;142;196;19102;;11394
1169639;53;102;141;19124;;11394
1170015;53;102;141;18420;;12098
1170640;21;50;68;18015;;12098
1170983;21;50;68;18015;;12098
1171155;60;138;191;18627;;12098
1171656;43;76;112;18506;;12098
1172015;43;76;112;17779;;12825
1172171;61;101;160;17998;;12825
1172671;51;115;150;17999;;12825
1173052;51;115;150;16690;;14134
1173185;104;211;293;17398;;14134
1173686;27;41;54;17315;;14134
1174004;27;41;54;17130;;14319
1174189;75;141;203;17833;;14319
1174691;49;92;163;17948;;14319
1175006;49;92;163;17912;;14355
1175193;96;189;301;18630;;14355
1175708;13;34;59;18452;;14355
1176098;13;34;59;16602;;16205
1176221;17;72;118;16865;;16205
1176724;32;55;78;16470;;16205
1177020;32;55;78;16470;;16205
1177730;22;32;55;15863;;16205
1178024;22;32;55;15863;;16205
1178231;34;55;132;16205;;16205
1178747;75;117;94;15942;;16205
1179028;75;117;94;15942;;16205
1179762;28;64;80;15585;;16205
1180041;28;64;80;15585;;16205
1180262;22;36;65;15007;;16205
1180764;30;79;115;15229;;16205
1181047;30;79;115;15229;;16205
1181264;19;36;67;14706;;16205
1182054;19;36;67;14706;;16205
1182276;23;42;73;14133;;16205
1182782;54;118;172;14599;;16205
1183065;54;118;172;14599;;16205
1183794;26;61;79;14330;;16205
1184075;26;61;79;14330;;16205
1184309;20;53;49;13835;;16205
1185082;20;53;49;13835;;16205
1185320;25;38;64;13239;;16205
1185823;74;144;215;13933;;16205
1186088;74;144;215;13933;;16205
1186326;43;115;172;14036;;16205
1186830;58;139;216;14219;;16205
1187095;58;139;216;14183;;16241
1187330;26;53;72;13988;;16241
1188129;26;53;72;13142;;17087
1188336;26;54;78;12649;;17087
1188855;78;159;232;13338;;17087
1189100;78;159;232;13338;;17087
1189354;25;55;79;13218;;17087
1190106;25;55;79;13218;;17087
1190357;43;104;139;13026;;17087
1190871;75;191;221;13545;;17087
1191117;75;191;221;13545;;17087
1191372;53;94;151;13647;;17087
1191873;73;129;197;13850;;17087
1192120;73;129;197;13850;;17087
1192376;47;89;145;13968;;17087
1192875;93;201;288;14570;;17087
1193157;93;201;288;13702;;17955
1193378;53;80;156;13995;;17955
1193882;74;122;233;14310;;17955
1194170;74;122;233;13160;;19105
1194383;51;101;143;13294;;19105
1194889;100;197;274;14018;;19105
1195140;100;197;274;13804;;19319
1195389;20;49;79;13721;;19319
1196138;20;49;79;13721;;19319
1196394;39;78;108;13366;;19319
1196906;88;191;271;14041;;19319
1197153;88;191;271;14041;;19319
1197420;44;95;168;14284;;19319
1197924;74;140;234;14630;;19319
1198156;74;140;234;14630;;19319
1198427;58;77;152;14771;;19319
1199163;58;77;152;14771;;19319
1199436;29;84;127;14722;;19319
1199937;73;176;256;15377;;19319
1200169;73;176;256;15377;;19319
1200952;44;90;141;15607;;19319
1201185;44;90;141;15607;;19319
1201452;5;5;16;14929;;19319
1201956;67;110;164;15614;;19319
1202188;67;110;164;15614;;19319
1202456;5;16;21;15080;;19319
1202958;19;51;72;15294;;19319
1203192;19;51;72;15294;;19319
1203461;49;110;146;15119;;19319
1203976;96;193;286;15718;;19319
1204193;96;193;286;15718;;19319
1204991;39;112;134;15982;;19319
1205208;39;112;134;15982;;19319
1205492;37;65;121;15780;;19319
1206221;37;65;121;15780;;19319
1206507;58;93;136;15716;;19319
1207020;90;159;258;16264;;19319
1207222;90;159;258;16264;;19319
1207536;37;51;103;16202;;19319
1208039;63;96;157;16467;;19319
1208225;63;96;157;16467;;19319
1208544;34;67;99;16233;;19319
1209231;34;67;99;16233;;19319
1209563;17;66;91;15888;;19319
1210244;17;66;91;15888;;19319
1210576;20;58;91;15476;;19319
1211082;55;129;188;15964;;19319
1211252;55;129;188;15964;;19319
1211585;33;61;95;15753;;19319
1212258;33;61;95;15753;;19319
1212591;38;86;144;15615;;19319
1213093;93;174;285;16331;;19319
1213286;93;174;285;15848;;19802
1213600;20;56;79;15760;;19802
1214101;71;149;235;16460;;19802
1214287;71;149;235;15938;;20324
1214613;23;70;95;15851;;20324
1215116;65;173;234;16567;;20324
1215282;65;173;234;16307;;20584
1215616;47;114;150;16468;;20584
1216126;106;210;293;17170;;20584
1216278;106;210;293;17170;;20584
1216641;56;90;153;17480;;20584
1217155;94;194;318;18173;;20584
1217356;94;194;318;16881;;21876
1217653;46;100;135;17206;;21876
1218154;87;197;298;17905;;21876
1218322;87;197;298;17606;;22175
1218670;60;93;156;17879;;22175
1219172;71;113;177;18015;;22175
1219323;71;113;177;17769;;22421
1219679;46;80;166;17838;;22421
1220184;100;176;333;18521;;22421
1220325;100;176;333;18505;;22437
1220687;53;110;161;18790;;22437
1221191;100;202;300;19512;;22437
1221351;100;202;300;19131;;22818
1221695;55;111;156;19411;;22818
1222202;119;219;313;20082;;22818
1222356;119;219;313;19670;;23230
1222715;49;103;126;20043;;23230
1223217;97;196;276;20752;;23230
1223365;97;196;276;20204;;23778
1223721;47;109;125;20492;;23778
1224228;79;189;240;21023;;23778
1224359;79;189;240;20855;;23946
1225386;0;0;0;19653;;24656
1226365;0;0;0;18631;;24678
1227375;0;0;0;17631;;24678
1228385;0;0;0;16631;;24678
1229398;0;0;0;15631;;24678
1230410;0;0;0;14631;;24678
1231422;0;0;0;13631;;24678
1232424;0;0;0;12631;;24678
1233438;0;0;0;11631;;24678
1234453;0;0;0;10631;;24678
1235461;0;0;0;9631;;24678
1236474;0;0;0;8631;;24678
1237489;0;0;0;7585;;24724
1238504;0;0;0;6585;;24724
1239504;0;0;0;5585;;24724
1240519;0;0;0;4195;;25114
1241525;0;0;0;3195;;25114
1242524;0;0;0;1954;;25355
1243538;0;0;0;441;;25868
1244540;0;0;0;0;;25309
1245548;0;0;0;0;;24309
1246561;0;0;0;0;;23309
1247573;0;0;0;0;;22309
1248587;0;0;0;0;;21309
1249598;0;0;0;0;;20309
1250598;0;0;0;0;;19309
1251611;0;0;0;0;;18309
1252611;0;0;0;0;;17309
1253626;0;0;0;0;;16309
1254640;0;0;0;0;;15309
1255653;0;0;0;0;;14309
1256665;0;0;0;0;;13309
1257680;0;0;0;0;;12309
1258692;0;0;0;0;;11309
1259695;0;0;0;0;;10309
1260706;0;0;0;0;;9309
1261708;0;0;0;0;;8309
1262708;0;0;0;0;;7309
1263720;0;0;0;0;;6309
1264728;0;0;0;0;;5309
1265741;0;0;0;0;;4309
1266752;0;0;0;0;;3309
1267766;0;0;0;0;;2309
1268780;0;0;0;0;;1309
1269791;0;0;0;0;;309
1270802;0;0;0;0;;0
1271815;0;0;0;0;;0
1272825;0;0;0;0;;0
1273836;0;0;0;0;;0
1274846;0;0;0;0;;0
1275858;0;0;0;0;;0
