Timestamp;  Q1 expired; Q1 remaining; Q2 expired; Q2 remaining; Q3 expired; Q3 remaining; Q4 expired; Q4 remaining; Total expired ; Expired queue
1022;0;31;0;74;0;114;0;587;0;0
2034;0;20;0;39;0;75;0;586;0;0
3046;0;24;0;50;0;79;0;345;0;0
4058;0;29;0;60;0;87;0;594;0;0
5061;0;41;0;0;0;0;0;382;0;0
6071;0;94;0;78;0;136;0;904;0;0
7082;0;45;0;118;0;125;0;861;0;0
8096;0;25;0;44;0;81;0;461;0;0
9109;0;66;0;141;0;47;0;705;0;0
10120;0;75;0;152;0;151;0;1087;0;0
11135;0;35;0;91;0;120;0;1052;0;0
12146;0;77;0;155;0;125;0;1402;0;0
13147;0;67;0;150;0;225;0;1793;0;0
14154;0;45;0;81;0;139;0;1937;0;0
15155;0;41;0;113;0;177;0;2117;0;0
16167;0;72;0;153;0;180;0;2505;0;0
17180;0;83;0;195;0;315;0;3317;0;0
18189;0;58;0;97;0;133;0;3527;0;0
19202;0;48;0;83;0;136;0;3448;0;0
20215;0;66;0;151;0;207;0;3745;0;0
21230;0;66;0;129;0;203;0;4175;0;0
22240;0;66;0;190;0;259;0;4817;0;0
23250;0;71;0;125;0;199;0;5320;0;0
24253;0;117;0;199;0;275;0;6124;0;0
25253;0;83;0;168;0;287;0;7003;0;0
26265;0;69;0;112;0;166;0;7343;0;0
27267;0;26;0;42;0;75;0;7058;0;0
28275;0;45;0;105;0;158;0;6893;0;0
29287;0;81;0;214;0;316;0;7590;0;0
30298;0;88;0;181;0;274;0;8555;0;0
31307;0;43;0;81;0;123;0;8684;0;0
32320;0;54;0;106;0;148;0;8623;0;0
33325;0;85;0;179;0;283;0;9262;0;0
34338;0;73;0;139;0;198;0;9783;0;0
35342;0;109;0;191;0;277;0;10374;0;0
36357;0;85;0;188;0;273;0;11290;0;0
37369;0;70;0;129;0;170;0;11724;0;0
38380;0;65;0;123;0;208;0;12018;0;0
39392;0;54;0;97;0;138;0;12125;0;0
40404;0;65;0;107;0;160;0;12268;0;0
41417;0;75;0;189;0;264;0;12909;0;0
42429;0;110;0;197;0;255;0;13790;0;0
43444;0;115;0;210;0;285;0;14742;0;0
44458;0;61;0;108;0;185;0;15138;0;0
45460;0;46;0;106;0;135;0;15107;0;0
46475;0;78;0;150;0;226;0;15477;0;0
47488;0;23;0;51;0;74;0;15290;0;0
48502;0;96;0;194;0;286;0;15722;0;0
49502;0;44;0;67;0;87;0;15714;0;0
50515;0;27;0;29;0;40;0;15136;0;0
51516;0;65;0;146;0;216;0;15171;0;0
52520;0;60;0;141;0;193;0;15448;0;0
53534;0;47;0;99;0;127;0;15515;0;0
54547;0;61;0;145;0;221;0;15756;0;0
55560;0;80;0;185;0;235;0;16367;0;0
56574;0;104;0;204;0;289;0;17270;0;0
57585;0;92;0;217;0;275;0;18283;0;0
58601;0;98;0;213;0;307;50;19199;50;50
59666;0;95;0;189;0;304;1183;19046;1183;1233
60624;0;45;0;92;0;176;177;19203;177;1410
61657;0;53;0;64;0;124;824;18216;824;2234
62673;0;67;0;177;0;216;854;17618;854;3088
63647;0;94;0;144;0;220;24;18116;24;3112
64659;0;93;0;167;0;241;19;18689;19;3131
65688;0;31;0;61;0;98;553;18060;553;3684
66674;0;40;0;89;0;157;0;17964;0;3684
67704;0;30;0;60;0;99;369;18320;369;4053
68701;0;56;0;111;0;125;0;18216;0;4053
69714;0;16;0;33;0;44;0;17757;0;4053
70727;0;34;0;42;0;0;0;17268;0;4053
71738;0;49;0;87;0;0;0;17140;0;4053
72752;0;116;0;226;0;141;0;17793;0;4053
73765;0;60;0;105;0;84;1;18119;1;4054
74787;0;41;0;73;0;125;244;17656;244;4298
75859;0;30;0;54;0;0;1693;15724;1693;5991
76856;0;97;0;207;0;144;1426;14934;1426;7417
77812;0;89;0;179;0;298;141;15488;141;7558
78812;0;20;0;52;0;58;213;15136;213;7771
79822;0;82;0;154;0;239;87;15265;87;7858
80837;0;40;0;101;0;127;225;15099;225;8083
81831;0;23;0;37;0;61;0;14636;0;8083
82832;0;63;0;164;0;232;0;14889;0;8083
83859;0;70;0;126;0;209;591;14711;591;8674
84839;0;43;0;92;0;167;0;14814;0;8674
85859;0;46;0;107;0;137;176;14679;176;8850
86861;0;38;0;58;0;130;142;14289;142;8992
87865;0;30;0;68;0;97;0;13986;0;8992
88877;0;78;0;186;0;232;0;14247;0;8992
89880;0;13;0;43;0;61;0;13989;0;8992
90894;0;72;0;108;0;210;0;13985;0;8992
91908;0;21;0;23;0;48;0;13642;0;8992
92910;0;79;0;128;0;187;0;13636;0;8992
93924;0;59;0;127;0;171;0;13921;0;8992
94924;0;72;0;129;0;212;0;14228;0;8992
95941;0;73;0;170;0;241;387;14576;387;9379
96941;0;73;0;145;0;201;175;14770;175;9554
97962;0;68;0;118;0;196;386;14716;386;9940
98945;0;69;0;124;0;155;0;14844;0;9940
99977;0;25;0;71;0;93;400;14270;400;10340
100973;0;58;0;122;0;180;0;14425;0;10340
101988;0;32;0;46;0;88;0;14144;0;10340
103003;0;94;0;169;0;209;0;14395;0;10340
104017;0;43;0;69;0;107;0;14373;0;10340
105022;0;58;0;136;0;163;0;14495;0;10340
106034;0;89;0;171;0;247;0;15079;0;10340
107049;0;53;0;107;0;179;0;15371;0;10340
108064;0;69;0;129;0;205;0;15584;0;10340
109079;0;35;0;96;0;113;49;15459;49;10389
110078;0;28;0;70;0;110;0;15147;0;10389
111080;0;38;0;65;0;94;0;14868;0;10389
112086;0;108;0;180;0;237;0;15255;0;10389
113103;0;50;0;100;0;148;113;15439;113;10502
114098;0;99;0;205;0;326;0;16107;0;10502
115134;0;109;0;186;0;309;470;16663;470;10972
116135;0;60;0;124;0;214;549;16684;549;11521
117152;0;98;0;162;0;268;406;16911;406;11927
118156;0;105;0;170;0;269;498;17197;498;12425
119156;0;77;0;175;0;224;373;17516;373;12798
120149;0;53;0;118;0;159;0;17662;0;12798
121148;0;37;0;69;0;92;0;17407;0;12798
122185;0;32;0;85;0;106;414;16701;414;13212
123172;0;54;0;94;0;116;0;16979;0;13212
124175;0;41;0;90;0;131;0;16780;0;13212
125190;0;0;0;0;0;0;42;16917;42;13254
126227;0;76;0;135;0;55;640;16446;640;13894
127212;0;52;0;104;0;150;0;17406;0;13894
128227;0;39;0;0;0;0;0;17505;0;13894
129238;0;52;0;67;0;131;0;17942;0;13894
130261;0;87;0;112;0;149;208;18636;208;14102
131263;0;96;0;183;0;146;0;19399;0;14102
132286;0;51;0;95;0;67;229;19304;229;14331
133310;0;60;0;102;0;130;349;18876;349;14680
134390;0;100;0;101;0;151;1605;18211;1605;16285
135325;0;50;0;106;0;0;175;18215;175;16460
136352;0;76;0;150;0;261;434;18035;434;16894
137346;0;84;0;212;0;284;29;18913;29;16923
138401;0;76;0;178;0;269;1268;18408;1268;18191
139368;0;52;0;80;0;142;239;18365;239;18430
140370;0;69;0;144;0;197;0;18543;0;18430
141385;0;56;0;119;0;191;279;18667;279;18709
142372;0;47;0;93;0;133;0;18721;0;18709
143392;0;46;0;82;0;125;124;18479;124;18833
144387;0;17;0;69;0;70;0;18103;0;18833
145405;0;30;0;48;0;82;90;17556;90;18923
146429;0;60;0;142;0;195;327;17317;327;19250
147439;0;81;0;158;0;242;195;17597;195;19445
148440;0;63;0;144;0;196;23;17932;23;19468
149501;0;57;0;122;0;168;1240;17028;1240;20708
150498;0;48;0;84;0;134;822;16194;822;21530
151463;0;94;0;197;0;251;0;16799;0;21530
152475;0;61;0;104;0;174;0;17121;0;21530
153517;0;66;0;110;0;216;657;16691;657;22187
154503;0;37;0;71;0;100;293;16330;293;22480
155501;0;43;0;89;0;122;0;16152;0;22480
156568;0;49;0;93;0;128;1487;14537;1487;23967
157513;0;86;0;183;0;235;0;15046;0;23967
158528;0;38;0;62;0;90;123;14800;123;24090
159525;0;61;0;111;0;136;0;14716;0;24090
160539;0;57;0;127;0;179;0;14876;0;24090
161558;0;104;0;191;0;301;215;15428;215;24305
162568;0;65;0;155;0;194;108;15879;108;24413
163572;0;51;0;105;0;145;113;15815;113;24526
164569;0;79;0;182;0;249;0;16262;0;24526
165577;0;83;0;155;0;219;0;16848;0;24526
166591;0;88;0;150;0;256;20;17355;20;24546
167619;0;0;0;38;0;51;643;16481;643;25189
168608;0;73;0;131;0;203;62;16478;62;25251
169637;0;74;0;167;0;251;397;16635;397;25648
170634;0;68;0;130;0;198;122;16909;122;25770
171656;0;18;0;43;0;49;344;16286;344;26114
172659;0;72;0;122;0;211;180;16084;180;26294
173662;0;77;0;147;0;234;68;16546;68;26362
174672;0;73;0;94;0;157;0;16680;0;26362
175687;0;74;0;158;0;210;0;17057;0;26362
176709;0;48;0;104;0;135;214;16933;214;26576
177720;0;63;0;119;0;194;124;16950;124;26700
178727;0;22;0;30;0;62;0;16559;0;26700
179742;0;43;0;79;0;89;0;16176;0;26700
180757;0;42;0;81;0;133;397;15632;397;27097
181763;0;34;0;55;0;102;515;14857;515;27612
182754;0;31;0;56;0;82;0;14447;0;27612
183754;0;55;0;103;0;153;0;14940;0;27612
184808;0;46;0;90;0;157;1038;14920;1038;28650
185791;0;86;0;106;0;142;296;15351;296;28946
186788;0;88;0;185;0;243;0;15854;0;28946
187793;0;92;0;215;0;276;0;16787;0;28946
188830;0;111;0;184;0;296;704;17075;704;29650
189828;0;22;0;31;0;53;454;16487;454;30104
190820;0;86;0;136;0;226;0;16663;0;30104
191829;0;34;0;58;0;85;0;16576;0;30104
192849;0;24;0;85;0;100;148;16107;148;30252
193852;0;67;0;121;0;173;0;16138;0;30252
194875;0;44;0;130;0;216;210;16204;210;30462
195882;0;20;0;55;0;81;83;15831;83;30545
196896;0;24;0;46;0;91;163;15186;163;30708
197899;0;24;0;35;0;53;0;14597;0;30708
198909;0;62;0;123;0;143;0;14548;0;30708
199908;0;40;0;71;0;107;0;14351;0;30708
200922;0;37;0;81;0;103;0;14082;0;30708
201932;0;77;0;165;0;197;0;14387;0;30708
202957;0;46;0;87;0;127;328;14109;328;31036
203957;0;63;0;140;0;203;0;14294;0;31036
204977;0;26;0;52;0;65;277;13762;277;31313
205976;0;39;0;84;0;124;0;13424;0;31313
207020;0;106;0;187;0;288;1162;12912;1162;32475
208021;0;39;0;110;0;132;818;12394;818;33293
209005;0;61;0;131;0;212;0;12538;0;33293
210017;0;95;0;224;0;293;0;13330;0;33293
211032;0;72;0;155;0;237;0;14008;0;33293
212037;0;94;0;179;0;275;59;14721;59;33352
213062;0;49;0;119;0;135;370;14596;370;33722
214059;0;44;0;122;0;191;0;14821;0;33722
215073;0;54;0;96;0;133;0;14805;0;33722
216086;0;23;0;62;0;80;0;14522;0;33722
217096;0;39;0;82;0;126;0;14329;0;33722
218111;0;24;0;52;0;82;0;13953;0;33722
219123;0;55;0;128;0;177;0;13907;0;33722
220122;0;63;0;155;0;170;0;14208;0;33722
221136;0;66;0;158;0;263;0;14689;0;33722
222151;0;100;0;175;0;296;0;15605;0;33722
223151;0;81;0;156;0;301;0;16357;0;33722
224152;0;62;0;85;0;129;0;16453;0;33722
225152;0;38;0;83;0;123;0;16302;0;33722
226166;0;50;0;109;0;135;0;16252;0;33722
227165;0;35;0;99;0;104;0;16113;0;33722
228177;0;13;0;39;0;85;0;15671;0;33722
229196;0;36;0;74;0;127;161;16008;161;33883
230258;0;50;0;112;0;149;1234;15700;1234;35117
231230;0;46;0;88;0;154;339;15547;339;35456
232226;0;67;0;66;0;119;0;15680;0;35456
233248;0;60;0;142;0;108;220;15768;220;35676
234257;0;43;0;90;0;46;71;15677;71;35747
235264;0;98;0;194;0;145;0;16419;0;35747
236276;0;97;0;220;0;153;0;17386;0;35747
237289;0;36;0;61;0;76;0;17333;0;35747
238303;0;81;0;57;0;88;24;17839;24;35771
239313;0;26;0;49;0;65;0;17393;0;35771
240333;0;39;0;58;0;134;140;16961;140;35911
241385;0;34;0;82;0;41;1175;15571;1175;37086
242360;0;17;0;39;0;53;271;14719;271;37357
243360;0;92;0;217;0;148;0;15371;0;37357
244374;0;100;0;99;0;152;0;16383;0;37357
245386;0;93;0;100;0;139;0;17402;0;37357
246409;0;76;0;146;0;138;201;17475;201;37558
247423;0;61;0;131;0;119;199;17703;199;37757
248440;0;91;0;210;0;163;586;17964;586;38343
249473;0;81;0;207;0;298;975;17867;975;39318
250422;0;103;0;187;0;280;0;18883;0;39318
251466;0;95;0;202;0;288;638;19054;638;39956
252471;0;37;0;75;0;119;543;18663;543;40499
253453;0;40;0;97;0;154;0;18539;0;40499
254489;0;30;0;62;0;97;490;17813;490;40989
255478;0;111;0;184;0;303;2;18331;2;40991
256520;0;50;0;137;0;192;673;18179;673;41664
257512;0;41;0;61;0;104;159;17942;159;41823
258514;0;44;0;74;0;129;0;17750;0;41823
259525;0;70;0;164;0;215;0;18259;0;41823
260540;0;56;0;112;0;164;0;18463;0;41823
261553;0;47;0;107;0;134;0;18396;0;41823
262568;0;83;0;179;0;255;0;18830;0;41823
263599;0;19;0;41;0;68;448;18206;448;42271
264610;0;42;0;92;0;152;433;17492;433;42704
265604;0;64;0;143;0;203;0;17744;0;42704
266634;0;88;0;190;0;300;396;18180;396;43100
267707;0;102;0;182;0;304;2007;17163;2007;45107
268662;0;95;0;187;0;279;865;17146;865;45972
269626;0;23;0;36;0;72;0;17015;0;45972
270652;0;3;0;14;0;16;484;15725;484;46456
271631;0;27;0;67;0;102;0;15232;0;46456
272636;0;17;0;23;0;46;0;14647;0;46456
273644;0;5;0;8;0;19;0;13813;0;46456
274652;0;27;0;71;0;112;0;13318;0;46456
275661;0;8;0;12;0;18;0;12626;0;46456
276667;0;9;0;22;0;28;0;11798;0;46456
277675;0;16;0;25;0;50;0;11091;0;46456
278688;0;8;0;10;0;20;0;10295;0;46456
279701;0;18;0;47;0;68;0;9646;0;46456
280711;0;21;0;43;0;78;0;9051;0;46456
281725;0;15;0;35;0;55;0;8485;0;46456
282739;0;18;0;29;0;52;0;7871;0;46456
283752;0;11;0;20;0;18;0;7082;0;46456
284755;0;2;0;12;0;23;0;6223;0;46456
285758;0;1;0;8;0;12;0;5311;0;46456
286773;0;3;0;16;0;27;0;4447;0;46456
287785;0;8;0;19;0;25;0;3633;0;46456
288799;0;15;0;26;0;45;0;2908;0;46456
289813;0;11;0;17;0;30;0;2131;0;46456
290813;0;9;0;13;0;31;0;1309;0;46456
291826;0;6;0;13;0;18;0;462;0;46456
292838;0;14;0;25;0;50;0;168;0;45955
293851;0;15;0;27;0;29;0;184;0;45212
294852;0;15;0;18;0;38;0;140;0;44467
295855;0;7;0;21;0;16;0;114;0;43678
296863;0;19;0;38;0;44;0;255;0;42836
297871;0;29;0;49;0;61;0;331;0;42192
298884;0;10;0;25;0;33;0;165;0;41662
299883;0;16;0;37;0;41;0;224;0;40895
300885;0;1;0;5;0;19;0;53;0;40213
301890;0;11;0;20;0;27;0;159;0;39291
302903;0;0;0;0;0;0;0;0;0;38508
303904;0;2;0;13;0;18;0;65;0;37569
304919;0;15;0;20;0;37;0;163;0;36667
305932;0;1;0;2;0;11;0;60;0;35902
306932;0;4;0;11;0;14;0;50;0;35082
307944;0;13;0;38;0;42;0;188;0;34161
308956;0;3;0;8;0;12;0;56;0;33609
309967;0;0;0;0;0;0;0;0;0;32808
310979;0;11;0;0;0;0;0;0;0;31995
311993;0;16;0;27;0;15;0;89;0;31153
313005;0;8;0;11;0;0;0;0;0;30431
314018;0;29;0;60;0;42;0;222;0;29612
315026;0;4;0;21;0;29;0;102;0;28965
316026;0;21;0;33;0;12;0;48;0;28260
317036;0;5;0;5;0;17;0;67;0;27374
318048;0;14;0;27;0;47;0;237;0;26468
319058;0;5;0;10;0;15;0;58;0;25793
320069;0;9;0;19;0;28;0;118;0;24881
321074;0;22;0;38;0;61;0;318;0;24055
322088;0;11;0;8;0;21;0;138;0;23494
323099;0;13;0;20;0;29;0;151;0;22672
324099;0;8;0;6;0;11;0;55;0;21885
325111;0;15;0;35;0;37;0;196;0;20965
326124;0;14;0;24;0;61;0;237;0;20248
327138;0;25;0;37;0;57;0;280;0;19584
328143;0;21;0;23;0;41;0;188;0;18983
329158;0;6;0;29;0;32;0;169;0;18256
330172;0;12;0;17;0;25;0;138;0;17492
331187;0;5;0;13;0;21;0;107;0;16684
332202;0;9;0;24;0;23;0;140;0;15830
333216;0;9;0;20;0;30;0;152;0;15026
334229;0;15;0;21;0;38;0;152;0;14237
335239;0;4;0;12;0;23;0;60;0;13463
336251;0;12;0;43;0;61;0;258;0;12562
337261;0;5;0;13;0;20;0;95;0;11936
338271;0;24;0;47;0;63;0;326;0;11069
339284;0;23;0;38;0;78;0;311;0;10529
340294;0;15;0;31;0;37;0;221;0;9979
341305;0;8;0;20;0;23;0;122;0;9283
342316;0;8;0;9;0;23;0;109;0;8456
343317;0;13;0;35;0;42;0;185;0;7605
344332;0;12;0;32;0;41;0;177;0;6880
345336;0;5;0;9;0;10;0;44;0;6142
346347;0;26;0;65;0;109;0;582;0;5210
347361;0;5;0;9;0;15;0;120;0;4992
348372;0;16;0;41;0;51;0;232;0;4141
349386;0;10;0;15;0;28;0;132;0;3481
350395;0;32;0;62;0;86;0;453;0;2666
351397;0;23;0;48;0;56;0;297;0;2299
352412;0;10;0;17;0;12;0;119;0;1723
353412;0;13;0;26;0;37;0;182;0;881
354414;0;14;0;38;0;43;0;178;0;139
355420;0;6;0;19;0;24;0;114;0;0
356421;0;3;0;1;0;13;0;50;0;0
357435;0;0;0;0;0;0;0;0;0;0
358439;0;5;0;10;0;12;0;63;0;0
359454;0;15;0;37;0;48;0;214;0;0
360456;0;6;0;19;0;16;0;106;0;0
361466;0;11;0;17;0;25;0;105;0;0
362477;0;0;0;0;0;0;0;0;0;0
363489;0;0;0;0;0;0;0;0;0;0
364500;0;4;0;8;0;23;0;78;0;0
365515;0;0;0;0;0;0;0;0;0;0
366527;0;0;0;0;0;0;0;0;0;0
367530;0;0;0;0;0;0;0;0;0;0
368545;0;9;0;15;0;38;0;129;0;0
369544;0;4;0;8;0;10;0;52;0;0
370553;0;24;0;12;0;22;0;107;0;0
371566;0;30;0;48;0;54;0;212;0;0
372576;0;12;0;32;0;34;0;131;0;0
373588;0;6;0;7;0;14;0;51;0;0
374601;0;12;0;35;0;19;0;112;0;0
375612;0;22;0;27;0;20;0;109;0;0
376624;0;20;0;32;0;0;0;0;0;0
377636;0;6;0;18;0;0;0;0;0;0
378650;0;8;0;21;0;22;0;122;0;0
379662;0;6;0;18;0;0;0;0;0;0
380668;0;12;0;37;0;25;0;130;0;0
381680;0;7;0;18;0;0;0;0;0;0
382689;0;34;0;72;0;90;0;362;0;0
383701;0;3;0;6;0;0;0;0;0;0
384702;0;7;0;10;0;0;0;0;0;0
385712;0;24;0;31;0;69;0;291;0;0
386723;0;2;0;11;0;5;0;44;0;0
387733;0;7;0;11;0;15;0;79;0;0
388734;0;5;0;10;0;22;0;94;0;0
389748;0;7;0;16;0;26;0;129;0;0
390761;0;22;0;39;0;61;0;247;0;0
391772;0;15;0;37;0;57;0;235;0;0
392785;0;9;0;15;0;17;0;112;0;0
393798;0;18;0;19;0;42;0;171;0;0
394802;0;17;0;45;0;68;0;322;0;0
395815;0;8;0;11;0;16;0;122;0;0
396828;0;23;0;35;0;42;0;203;0;0
397840;0;11;0;10;0;26;0;84;0;0
398841;0;13;0;20;0;28;0;149;0;0
399852;0;5;0;18;0;19;0;125;0;0
400864;0;14;0;26;0;35;0;164;0;0
401877;0;16;0;21;0;52;0;155;0;0
402887;0;12;0;24;0;44;0;222;0;0
