Timestamp; Solicitados; Recuperados
277587;1000;199;7;22;27;143
278092;1000;0;0;0;0;0
278596;1000;78;4;12;11;51
279102;1000;268;14;31;37;186
279608;1000;0;0;0;0;0
280114;1000;151;9;11;25;106
280617;1000;168;8;17;27;116
281123;1000;0;0;0;0;0
281625;1000;267;10;34;39;184
282133;1000;380;21;40;54;265
282639;1000;0;0;0;0;0
283144;1000;126;1;7;18;100
283651;1000;77;6;6;12;53
284158;1000;0;0;0;0;0
284672;1000;315;16;28;42;229
285178;1000;166;8;15;29;114
285681;1000;85;3;6;3;73
286184;1000;188;9;20;30;129
286683;1000;0;0;0;0;0
287200;1000;136;1;15;10;110
287711;1000;0;0;0;0;0
288224;1000;290;16;24;36;214
288722;1000;62;3;6;10;43
289231;1000;0;0;0;0;0
289745;1000;71;7;1;16;47
290251;1000;197;8;26;35;128
290755;1000;143;9;13;14;107
291265;1000;84;5;7;21;51
291773;1000;83;4;7;14;58
292276;1000;91;4;10;9;68
292778;1000;0;0;0;0;0
293286;1000;243;16;20;39;168
293799;1000;0;0;0;0;0
294304;1000;355;19;41;54;241
294808;1000;74;5;9;13;47
295318;1000;129;5;10;16;98
295820;1000;0;0;0;0;0
296328;1000;80;3;3;17;57
296835;1000;186;14;24;22;126
297344;1000;150;7;17;16;110
297849;1000;169;10;15;19;125
298358;1000;173;13;18;20;122
298858;1000;177;6;17;27;127
299362;1000;0;0;0;0;0
299879;1000;92;4;8;10;70
300395;1000;294;8;33;57;196
300900;1000;108;4;8;15;81
301403;1000;0;0;0;0;0
301913;1000;109;2;9;16;82
302420;1000;118;9;10;28;71
302927;1000;0;0;0;0;0
303438;1000;190;13;22;28;127
303939;1000;120;7;11;19;83
304443;1000;91;2;13;10;66
304948;1000;295;18;28;43;206
305464;1000;112;9;9;16;78
305967;1000;79;2;8;18;51
306467;1000;135;8;14;22;91
306975;1000;159;7;11;21;120
307476;1000;139;10;15;20;94
307976;1000;0;0;0;0;0
308482;1000;674;30;74;94;476
308995;1000;0;0;0;0;0
309509;1000;95;5;10;10;70
310010;1000;0;0;0;0;0
310525;1000;66;6;10;10;40
311024;1000;165;4;14;25;122
311529;1000;147;6;20;14;107
312031;1000;329;13;30;36;250
312547;1000;186;7;20;21;138
313055;1000;121;5;18;16;82
313564;1000;0;0;0;0;0
314069;1000;125;9;11;23;82
314574;1000;179;10;18;24;127
315080;1000;0;0;0;0;0
315590;1000;211;5;20;27;159
316101;1000;151;12;9;30;100
316612;1000;173;6;17;30;120
317119;1000;0;0;0;0;0
317627;1000;146;6;15;18;107
318137;1000;119;4;8;9;98
318639;1000;127;2;20;13;92
319140;1000;256;16;27;32;181
319655;1000;0;0;0;0;0
320160;1000;79;5;9;16;49
320674;1000;79;5;9;8;57
321175;1000;173;11;15;28;119
321678;1000;97;3;10;11;73
322179;1000;162;8;15;18;121
322681;1000;0;0;0;0;0
323196;1000;157;10;18;21;108
323711;1000;197;7;21;33;136
324219;1000;65;3;3;10;49
324719;1000;0;0;0;0;0
325222;1000;225;10;28;37;150
325726;1000;309;11;35;48;215
326224;1000;76;5;7;7;57
326727;1000;127;9;12;21;85
327241;1000;365;19;44;57;245
327743;1000;0;0;0;0;0
328254;1000;365;22;40;64;239
328771;1000;67;6;7;9;45
329273;1000;230;14;17;38;161
329777;1000;111;6;5;12;88
330290;1000;0;0;0;0;0
330795;1000;81;4;6;14;57
331298;1000;166;10;19;26;111
331804;1000;309;18;31;49;211
332310;1000;159;7;24;30;98
332827;1000;145;8;11;22;104
333331;1000;0;0;0;0;0
333838;1000;104;8;13;12;71
334353;1000;108;6;15;14;73
334868;1000;89;5;11;13;60
335367;1000;108;3;9;15;81
335869;1000;252;17;15;52;168
336378;1000;66;2;9;8;47
336894;1000;0;0;0;0;0
337401;1000;89;4;8;14;63
337910;1000;0;0;0;0;0
338424;1000;296;11;24;47;214
338938;1000;77;2;9;10;56
339453;1000;147;3;16;23;105
339954;1000;0;0;0;0;0
340470;1000;267;25;17;34;191
340976;1000;102;5;5;14;78
341480;1000;89;5;9;12;63
341983;1000;306;19;37;47;203
342484;1000;165;11;19;35;100
342987;1000;130;4;11;19;96
343492;1000;0;0;0;0;0
343997;1000;173;5;13;23;132
344503;1000;192;13;12;30;137
345005;1000;90;5;6;13;66
345504;1000;0;0;0;0;0
346022;1000;94;4;10;14;66
346522;1000;128;7;19;17;85
347029;1000;175;11;14;18;132
347538;1000;0;0;0;0;0
348047;1000;117;8;9;25;75
348552;1000;0;0;0;0;0
349051;1000;118;7;5;14;92
349570;1000;114;5;18;17;74
350082;1000;0;0;0;0;0
350590;1000;497;25;53;72;347
351092;1000;0;0;0;0;0
351597;1000;194;10;20;29;135
352099;1000;168;12;18;20;118
352599;1000;68;2;14;7;45
353115;1000;0;0;0;0;0
353622;1000;300;8;37;48;207
354123;1000;157;8;8;19;122
354626;1000;91;3;14;15;59
355130;1000;326;18;29;42;237
355632;1000;0;0;0;0;0
356146;1000;117;5;14;14;84
356655;1000;146;10;9;25;102
357169;1000;65;2;10;10;43
357670;1000;0;0;0;0;0
358176;1000;248;17;29;42;160
358682;1000;74;3;2;6;63
359183;1000;0;0;0;0;0
359689;1000;436;27;47;55;307
360203;1000;162;16;18;13;115
360704;1000;71;5;4;8;54
361218;1000;113;5;6;19;83
361720;1000;122;4;15;13;90
362220;1000;0;0;0;0;0
362722;1000;199;9;19;33;138
363224;1000;352;19;41;57;235
363726;1000;70;2;7;12;49
364227;1000;110;5;13;17;75
364732;1000;274;14;31;43;186
365247;1000;355;18;33;53;251
365763;1000;0;0;0;0;0
366267;1000;74;6;10;10;48
366767;1000;183;7;15;29;132
367268;1000;0;0;0;0;0
367783;1000;156;6;11;30;109
368297;1000;67;1;3;13;50
368811;1000;273;10;29;39;195
369312;1000;0;0;0;0;0
369813;1000;363;24;37;56;246
370320;1000;346;16;39;65;226
370828;1000;0;0;0;0;0
371328;1000;101;1;9;15;76
371828;1000;333;11;37;45;240
372328;1000;0;0;0;0;0
372835;1000;70;2;7;10;51
373340;1000;162;11;11;26;114
373839;1000;144;3;12;27;102
374353;1000;0;0;0;0;0
374856;1000;84;4;8;11;61
375356;1000;97;3;6;15;73
375863;1000;141;5;13;22;101
376368;1000;0;0;0;0;0
376870;1000;225;13;32;36;144
377372;1000;0;0;0;0;0
377873;1000;297;16;27;43;211
378386;1000;122;4;9;19;90
378900;1000;0;0;0;0;0
379400;1000;162;4;18;23;117
379900;1000;125;4;19;16;86
380414;1000;262;15;30;46;171
380931;1000;83;1;8;17;57
381444;1000;0;0;0;0;0
381948;1000;116;7;12;20;77
382450;1000;113;8;3;23;79
382951;1000;0;0;0;0;0
383466;1000;104;4;15;21;64
383970;1000;74;4;9;11;50
384472;1000;150;10;15;24;101
384985;1000;332;21;30;49;232
385484;1000;153;8;16;19;110
385999;1000;0;0;0;0;0
386513;1000;255;8;29;37;181
387015;1000;0;0;0;0;0
387521;1000;344;11;40;38;255
388024;1000;111;5;13;14;79
388526;1000;113;7;18;25;63
389030;1000;0;0;0;0;0
389530;1000;90;10;7;5;68
390045;1000;126;3;10;24;89
390559;1000;69;2;7;15;45
391061;1000;151;9;16;17;109
391574;1000;182;8;17;21;136
392078;1000;294;20;34;56;184
392579;1000;180;5;20;31;124
393080;1000;0;0;0;0;0
393582;1000;94;5;11;12;66
394085;1000;84;6;9;6;63
394590;1000;213;11;27;37;138
395104;1000;0;0;0;0;0
395618;1000;145;4;22;20;99
396125;1000;130;4;14;22;90
396632;1000;0;0;0;0;0
397138;1000;125;3;10;23;89
397640;1000;383;22;43;61;257
398154;1000;0;0;0;0;0
398655;1000;76;5;9;13;49
399169;1000;217;9;22;38;148
399670;1000;0;0;0;0;0
400185;1000;198;8;11;32;147
400685;1000;129;6;10;27;86
401189;1000;347;18;36;45;248
401701;1000;83;4;6;7;66
402204;1000;133;8;16;20;89
402706;1000;490;25;51;82;332
403220;1000;271;8;32;51;180
403734;1000;0;0;0;0;0
404237;1000;81;2;9;11;59
404745;1000;282;14;32;43;193
405263;1000;163;7;12;22;122
405767;1000;0;0;0;0;0
406271;1000;272;14;22;44;192
406775;1000;74;1;8;10;55
407286;1000;84;3;5;11;65
407790;1000;198;9;17;29;143
408298;1000;163;9;21;22;111
408804;1000;0;0;0;0;0
409320;1000;125;5;14;21;85
409833;1000;132;9;9;22;92
410335;1000;208;12;18;36;142
410840;1000;178;11;14;29;124
411355;1000;0;0;0;0;0
411863;1000;170;11;15;30;114
412369;1000;275;6;25;41;203
412883;1000;0;0;0;0;0
413388;1000;87;5;9;12;61
413891;1000;160;8;14;25;113
414396;1000;190;7;18;30;135
414898;1000;84;1;7;9;67
415414;1000;0;0;0;0;0
415916;1000;63;3;4;4;52
416429;1000;91;3;9;10;69
416946;1000;479;28;57;70;324
417457;1000;97;6;7;14;70
417959;1000;234;12;16;36;170
418460;1000;0;0;0;0;0
418964;1000;193;9;22;28;134
419471;1000;361;21;34;45;261
419971;1000;190;8;24;20;138
420477;1000;338;28;35;51;224
420979;1000;0;0;0;0;0
421493;1000;67;1;8;9;49
422008;1000;0;0;0;0;0
422508;1000;197;16;21;33;127
423009;1000;0;0;0;0;0
423523;1000;72;3;7;10;52
424032;1000;0;0;0;0;0
424545;1000;110;5;14;14;77
425048;1000;159;10;17;28;104
425562;1000;360;21;34;56;249
426066;1000;343;17;35;58;233
426568;1000;176;8;21;28;119
427078;1000;166;9;17;24;116
427581;1000;274;13;25;47;189
428096;1000;0;0;0;0;0
428611;1000;191;4;15;26;146
429123;1000;77;5;8;8;56
429638;1000;346;17;40;59;230
430144;1000;86;5;5;14;62
430647;1000;0;0;0;0;0
431150;1000;284;16;26;45;197
431666;1000;0;0;0;0;0
432166;1000;152;4;11;26;111
432680;1000;0;0;0;0;0
433186;1000;190;8;19;20;143
433687;1000;0;0;0;0;0
434190;1000;130;3;8;26;93
434704;1000;0;0;0;0;0
435205;1000;161;6;10;27;118
435708;1000;182;8;20;27;127
