Timestamp; Cola 1 expriados; Cola 1 quedan; Cola 2 expirados; Cola 2 quedan; Cola 3 expriados; Cola 3 quedan; Cola 4 expirados; Cola 4 quedan; Total Expirados; Cola Expirados
579126;0;0;0;0;0;0;66;17224;66;8702
580128;0;0;0;0;0;0;0;17016;0;8702
581135;0;0;0;0;0;0;0;17904;0;8702
582189;0;0;0;0;0;0;1093;16526;1093;9795
583176;0;0;0;0;0;0;604;16806;604;10399
584195;0;0;0;0;0;0;1024;15394;1024;11423
585158;0;0;0;0;0;0;0;15759;0;11423
586158;0;0;0;0;0;0;0;16179;0;11423
587173;0;0;0;0;0;0;0;17134;0;11423
588187;0;0;0;0;0;0;160;17974;160;11583
589225;0;0;0;0;0;0;888;18086;888;12471
590193;0;0;0;0;0;0;0;18314;0;12471
591210;0;0;0;0;0;0;19;18452;19;12490
592212;0;0;0;0;0;0;0;19452;0;12490
593251;0;0;0;0;0;0;543;19827;543;13033
594244;0;0;0;0;0;0;355;19161;355;13388
595236;0;0;0;0;0;0;0;18532;0;13388
596238;0;0;0;0;0;0;0;18508;0;13388
597273;0;0;0;0;0;0;556;18764;556;13944
598271;0;0;0;0;0;0;436;18765;436;14380
599253;0;0;0;0;0;0;0;19765;0;14380
600320;0;0;0;0;0;0;1254;18781;1254;15634
601263;0;0;0;0;0;0;0;19259;0;15634
602273;0;0;0;0;0;0;177;19046;177;15811
603285;0;0;0;0;0;0;116;18927;116;15927
604285;0;0;0;0;0;0;0;19390;0;15927
605307;0;0;0;0;0;0;172;19106;172;16099
606331;0;0;0;0;0;0;442;18664;442;16541
607390;0;0;0;0;0;0;1759;17109;1759;18300
608324;0;0;0;0;0;0;148;17761;148;18448
609324;0;63;0;0;0;0;116;18238;116;18564
610327;0;49;0;0;0;0;95;18157;95;18659
611405;0;45;0;0;0;0;1577;17584;1577;20236
612357;0;50;0;0;0;0;439;18140;439;20675
613346;0;11;0;0;0;0;29;18322;29;20704
614352;0;41;0;0;0;0;0;18481;0;20704
615363;0;23;0;0;0;0;0;18279;0;20704
616366;0;17;0;0;0;0;0;18593;0;20704
617399;0;45;0;100;0;0;633;18350;633;21337
618399;0;51;0;0;0;0;355;18421;355;21692
619419;0;43;0;0;0;0;609;17717;609;22301
620413;0;25;0;0;0;0;252;17423;252;22553
621412;0;45;0;0;0;0;0;17634;0;22553
622429;0;29;0;56;0;0;346;16791;346;22899
623424;0;0;0;0;0;0;0;16751;0;22899
624431;0;43;0;70;0;0;0;17370;0;22899
625434;0;0;0;0;0;0;0;17401;0;22899
626438;0;0;0;0;0;0;0;16742;0;22899
627448;0;49;0;98;0;171;181;17243;181;23080
628488;0;0;0;0;0;0;851;16323;851;23931
629460;0;65;0;79;0;151;0;16534;0;23931
630514;0;42;0;94;0;0;908;16362;908;24839
631535;0;33;0;60;0;113;1362;15500;1362;26201
632498;0;60;0;108;0;0;136;16402;136;26337
633506;0;12;0;38;0;0;85;16153;85;26422
634511;0;25;0;0;0;0;117;16654;117;26539
635533;0;24;0;0;0;0;495;16033;495;27034
636526;0;55;0;99;0;0;0;15903;0;27034
637564;0;41;0;0;0;0;513;16503;513;27547
638549;0;51;0;99;0;0;24;17148;24;27571
639559;0;41;0;77;0;131;202;17030;202;27773
640555;0;0;0;0;0;0;42;17057;42;27815
641566;0;32;0;0;0;0;106;17703;106;27921
642576;0;51;0;0;0;0;242;17442;242;28163
643578;0;19;0;0;0;0;0;16828;0;28163
644592;0;29;0;0;0;0;0;17351;0;28163
645602;0;0;0;0;0;0;0;17325;0;28163
646623;0;23;0;0;0;0;397;16701;397;28560
647622;0;49;0;0;0;0;0;16990;0;28560
648625;0;0;0;0;0;0;0;16662;0;28560
649634;0;31;0;0;0;0;60;16837;60;28620
650670;0;0;0;0;0;0;956;15492;956;29576
651646;0;37;0;61;0;124;158;15417;158;29734
652645;0;42;0;93;0;149;0;15355;0;29734
653667;0;18;0;34;0;57;292;15560;292;30026
654658;0;57;0;88;0;166;0;15823;0;30026
655666;0;53;0;95;0;118;0;16362;0;30026
656717;0;64;0;96;0;153;1326;15989;1326;31352
657672;0;35;0;78;0;93;0;16822;0;31352
658712;0;46;0;111;0;159;718;16928;718;32070
659700;0;0;0;0;0;0;196;16791;196;32266
660706;0;53;0;92;0;155;0;17491;0;32266
661727;0;44;0;79;0;121;564;17244;564;32830
662718;0;0;0;0;0;0;58;16798;58;32888
663733;0;38;0;62;0;86;50;16941;50;32938
664759;0;52;0;86;0;140;327;16418;327;33265
665747;0;0;0;0;0;0;0;16398;0;33265
666747;0;29;0;81;0;105;0;16341;0;33265
667751;0;16;0;35;0;58;0;15849;0;33265
668761;0;0;0;0;0;0;0;15271;0;33265
669767;0;47;0;94;0;156;0;15444;0;33265
670771;0;24;0;56;0;83;0;16074;0;33265
671771;0;36;0;58;0;116;0;16563;0;33265
672778;0;53;0;112;0;161;0;16447;0;33265
673778;0;48;0;103;0;128;0;17494;0;33265
674805;0;44;0;90;0;148;813;17591;813;34078
675839;0;44;0;102;0;150;1302;16563;1302;35380
676822;0;14;0;18;0;34;561;16404;561;35941
677823;0;61;0;86;0;140;300;16806;300;36241
678836;0;47;0;97;0;134;775;17040;775;37016
679840;0;0;0;0;0;0;714;16240;714;37730
680816;0;0;0;0;0;0;0;16867;0;37730
681826;0;0;0;0;0;0;28;17414;28;37758
682848;0;0;0;0;0;0;327;17905;327;38085
683840;0;0;0;0;0;0;0;18023;0;38085
684865;0;0;0;0;0;0;374;18305;374;38459
685861;0;0;0;0;0;0;0;18971;0;38459
686868;0;0;0;0;0;0;0;19310;0;38459
687879;0;0;0;0;0;0;0;19628;0;38459
688886;0;0;0;0;0;0;0;19445;0;38459
689899;0;0;0;0;0;0;0;18830;0;38459
690913;0;0;0;0;0;0;0;18754;0;38459
691922;0;0;0;0;0;0;0;18187;0;38459
692956;0;0;0;0;0;0;637;16967;637;39096
693944;0;0;0;0;0;0;0;16899;0;39096
694955;0;0;0;0;0;0;126;16689;126;39222
695972;0;0;0;0;0;0;609;15395;609;39831
696970;0;0;0;0;0;0;202;16050;202;40033
698021;0;0;0;0;0;0;1355;15598;1355;41388
698988;0;0;0;0;0;0;91;15477;91;41479
700010;0;0;0;0;0;0;352;14796;352;41831
701001;0;0;0;0;0;0;0;15134;0;41831
702028;0;0;0;0;0;0;409;14732;409;42240
703021;0;0;0;0;0;0;85;14015;85;42325
704034;0;0;0;0;0;0;387;14171;387;42712
705067;0;0;0;0;0;0;991;13707;991;43703
706059;0;0;0;0;0;0;687;14020;687;44390
707036;0;0;0;0;0;0;0;14350;0;44390
